case_SUMleges_seq,action_code_seq,activityNameEN_seq,case_caseStatus_seq,case_Responsible_actor_seq,concept_name_seq,case_last_phase_seq,case_requestComplete_seq,case_parts_seq,question_seq,case_termName_seq,monitoringResource_seq,org_resource_seq,delta,delta_p,delta_df,duration,duration_df,duration_p,cluster
2079.681/2079.681/2079.681/2079.681/2079.681/2079.681/2079.681,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD375,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G,560454/560454/560454/560454/560454/560454/560454,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696/560454,560749/560454/560454/560454/560454/560454/560454,0/1/56/0/0/0/0/0/1,0/55/0/0/0/0/0,0/55/0/0/0/0/0,58,55,55,3
0/0/0/0/0/0/0,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD4903/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/registerdateenvironmentalpermitdecision/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,3122446/3122446/3122446/3122446/3122446/3122446/3122446,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakarchiveren/Zaakarchiveren/Zaakarchiveren/Zaakarchiveren/Zaakarchiveren/Zaakarchiveren/Zaakarchiveren,1/1/1/1/1/1/1,HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560749/560696/560696/560696/560696/560696/560696,560749/560713/560713/560713/3122446/3122446/3122446,0/1/14/0/0/39/0/0/2,0/13/0/0/39/0/0,0/13/0/0/39/0/0,56,52,52,3
0/0/0/0/0/0/0,01HOOFD0302/06VD010/01HOOFD100/05EIND010/01HOOFD180/09AHI010/01HOOFD370,entersenddateacknowledgement/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/activitiesregularprocedure/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,EMPTY/False/EMPTY/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696/560696,560749/560749/560749/560749/560749/560749/560749,0/1/0/0/0/0/0/0/4,0/0/0/0/0/0/0,0/0/0/0/0/0/0,5,0,0,3
0/0/0/0/0/0/0/0/0,01HOOFD0302/04BPT010/01HOOFD0651/06VD010/01HOOFD100/05EIND010/01HOOFD180/09AHI010/01HOOFD375,entersenddateacknowledgement/MERpresent/sendprocedureconfirmation/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/activitiesregularprocedure/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/EMPTY/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696/560696/560696/560696,560741/560749/560749/560749/560749/560749/560749/560749/560749,0/1/7/0/0/0/0/0/0/0/5,0/7/0/0/0/0/0/0/0,0/7/0/0/0/0/0/0/0,13,7,7,3
107.27175/107.27175/107.27175/107.27175/107.27175/107.27175/107.27175,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1/1,AanlegUitvoerenwerkofwerkzaamheid/AanlegUitvoerenwerkofwerkzaamheid/AanlegUitvoerenwerkofwerkzaamheid/AanlegUitvoerenwerkofwerkzaamheid/AanlegUitvoerenwerkofwerkzaamheid/AanlegUitvoerenwerkofwerkzaamheid/AanlegUitvoerenwerkofwerkzaamheid,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560696/560696/560696/560696,560673/560673/560673/560673/560673/560673/560673,0/1/46/0/0/0/0/0/0,0/45/0/0/0/0/0,0/45/0/0/0/0/0,47,45,45,3
0/0/0/0/0/0/0/0/0,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370/01BB540/01HOOFD790,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted/objectionlodgedagainstdecision/closecase,G/G/G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560696/560696/560696/560696/560696/560696,560673/560673/560673/560673/560673/560673/560673/560749/560749,0/1/5/0/0/0/0/0/12/0/0,0/2/0/0/0/0/0/12/0,0/2/0/0/0/0/0/12/0,18,14,14,3
0/0/0/0/0/0/0,01HOOFD010/08AWB450202/01HOOFD1902/06VD010/01HOOFD100/08AWB45010/01HOOFD100,registersubmissiondaterequest/entersenddateretrievemissingdata/entersenddateprocedureconfirmation/extendprocedureterm/registrerdateofpublishingreceivedrequest/termforsupplyingmissingdata/registrerdateofpublishingreceivedrequest,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/08AWB45/01HOOFD/06VD/01HOOFD/08AWB45/01HOOFD/ArtificialEndTask,Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen,1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/EMPTY/EMPTY/False/EMPTY/EMPTY/EMPTY,Termijnaanvullendegegevens/Termijnaanvullendegegevens/Termijnaanvullendegegevens/Termijnaanvullendegegevens/Termijnaanvullendegegevens/Termijnaanvullendegegevens/Termijnaanvullendegegevens,560673/560696/560696/560696/560696/560696/560696,560673/560454/560454/560454/560454/560454/560454,0/1/6/0/0/0/0/2/0,0/2/0/0/0/0/0,0/2/0/0/0/0/0,9,2,2,3
0,01HOOFD010,registersubmissiondaterequest,G,560696,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Bouw,EMPTY,EMPTY,560749,560749,0/1/2,0,0,3,0,0,3
0/0/0/0/0/0/0,01HOOFD010/06VD010/01HOOFD110/05EIND010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/treatsubcasescompleteness/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,3069865/3069865/3069865/3069865/3069865/3069865/3069865,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1/1,InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560741/3069865/3069865/3069865/3069865/3069865/3069865,560741/3122446/3122446/3122446/3122446/3122446/3122446,0/1/35/0/0/0/0/0/0,0/34/0/0/0/0/0,0/34/0/0/0/0/0,36,34,34,3
0/0/0/0/0/0/0/0/0/0,01HOOFD010/04BPT010/01HOOFD0651/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD370/01BB540/01HOOFD790,registersubmissiondaterequest/MERpresent/sendprocedureconfirmation/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted/objectionlodgedagainstdecision/closecase,G/G/G/G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696/560696/560696/560696/560696,560749/560741/560741/560741/560741/560741/560741/560741/560741/560741,0/0/4/0/0/0/0/0/0/0/0/0,0/4/0/0/0/0/0/0/0/0,0/4/0/0/0/0/0/0/0/0,4,4,4,3
107.27175/107.27175/107.27175/107.27175/107.27175/107.27175/107.27175,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD180/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/activitiesregularprocedure/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560454/560454/560454/560454/560454/560454/560454,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/EMPTY/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560454/560454/560454/560454/560454/560454,560749/560454/560454/560454/560454/560454/560454,0/1/11/0/0/0/0/0/5,0/7/0/0/0/0/0,0/7/0/0/0/0/0,17,7,7,3
0/0/0/0/0/0/0,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit,560749/560696/560696/560696/560696/560696/560696,560749/560749/560749/560749/560749/560749/560749,0/1/10/0/0/0/0/0/10,0/9/0/0/0/0/0,0/9/0/0/0/0/0,21,9,9,3
682.83/682.83/682.83/682.83/682.83/682.83,01HOOFD010/05EIND010/06VD010/01HOOFD180/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/activitiesregularprocedure/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G,560454/560454/560454/560454/560454/560454,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560741/560454/560454/560454/560454/560454,560741/560454/560454/560454/560454/560454,0/1/29/0/0/0/0/1,0/6/0/22/0/0,0/28/0/0/0/0,31,28,28,3
0/0/0/0/0/0,01HOOFD010/06VD010/05EIND010/01HOOFD050/09AHI010/01HOOFD375,registersubmissiondaterequest/extendprocedureterm/terminateonrequest/applicantisstakeholder/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G,560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1,InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg,EMPTY/False/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560741/560696/560696/560696/560696/560696,560741/560696/560696/560696/560696/560696,0/1/21/0/0/0/0/4,0/20/0/0/0/0,0/20/0/0/0/0,26,20,20,3
408.855/408.855/408.855/408.855/408.855/408.855/408.855,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560741/560696/560696/560696/560696/560696/560696,560741/560454/560454/560454/560454/560454/560454,0/1/16/0/0/0/0/0/0,0/15/0/0/0/0/0,0/15/0/0/0/0/0,17,15,15,3
261.33/261.33/261.33/261.33/261.33/261.33/261.33,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,2013365/2013365/2013365/2013365/2013365/2013365/2013365,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560741/560696/560696/560696/560696/560696/560696,560741/2013365/2013365/2013365/2013365/2013365/2013365,0/1/15/0/0/0/0/0/4,0/13/0/0/0/0/0,0/13/0/0/0/0/0,20,13,13,3
118.02/118.02/118.02/118.02/118.02/118.02,01HOOFD010/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G,560454/560454/560454/560454/560454/560454,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/False/EMPTY/False/EMPTY,Termijnbezwaarenberoep1/Termijnbezwaarenberoep1/Termijnbezwaarenberoep1/Termijnbezwaarenberoep1/Termijnbezwaarenberoep1/Termijnbezwaarenberoep1,560696/560696/560696/560696/560696/560696,560673/560454/560454/560454/560454/560454,0/1/11/0/0/0/0/9,0/6/0/0/0/0,0/6/0/0/0/0,21,6,6,3
0,01HOOFD010,registersubmissiondaterequest,G,560696,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Bouw,EMPTY,EMPTY,560696,560673,0/1/5,0,0,6,0,0,3
0,01HOOFD010,registersubmissiondaterequest,G,560696,ArtificialStartTask/01HOOFD/ArtificialEndTask,Procedureafgebroken,1,Bouw,EMPTY,EMPTY,560741,560741,0/1/2,0,0,3,0,0,3
0/0/0/0/0/0/0/0,01HOOFD010/04BPT005/01HOOFD0651/05EIND010/06VD010/01HOOFD540/09AHI010/01HOOFD375,registersubmissiondaterequest/nopermitrequiredforapplication/sendprocedureconfirmation/terminateonrequest/extendprocedureterm/suspendterm/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/False/False/False/EMPTY,Termijnbezwaarenberoep1/Termijnbezwaarenberoep1/Termijnbezwaarenberoep1/Termijnbezwaarenberoep1/Termijnbezwaarenberoep1/Termijnbezwaarenberoep1/Termijnbezwaarenberoep1/Termijnbezwaarenberoep1,560741/560696/560696/560696/560696/560696/560696/560696,560741/560741/560741/560741/560741/560741/560741/560741,0/1/2/0/0/0/0/0/0/10,0/0/0/0/0/0/0/0,0/0/0/0/0/0/0/0,13,0,0,3
0,01HOOFD010,registersubmissiondaterequest,G,2013365,ArtificialStartTask/01HOOFD/ArtificialEndTask,Procedureafgebroken,1,Sloop,EMPTY,EMPTY,560696,560749,0/1/4,0,0,5,0,0,3
0,01HOOFD010,registersubmissiondaterequest,G,3442724,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,MilieuneutraalwijzigingBouw,EMPTY,EMPTY,560749,560749,0/1/2,0,0,3,0,0,3
126.45/126.45/126.45/126.45/126.45/126.45,01HOOFD010/05EIND010/06VD010/01HOOFD110/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/treatsubcasescompleteness/article34WABOapplies/assessmentofcontentcompleted,O/O/O/O/O/O,560849/560849/560849/560849/560849/560849,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen,1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560849/560849/560849/560849/560849/560849,560752/560849/560849/560849/560849/560849,0/1/5/0/0/0/0/17,0/1/0/0/3/0,0/4/0/0/0/0,23,4,4,4
126.45/126.45/126.45/126.45/126.45/126.45,01HOOFD010/05EIND010/06VD010/01HOOFD110/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/treatsubcasescompleteness/article34WABOapplies/assessmentofcontentcompleted,O/O/O/O/O/O,560849/560849/560849/560849/560849/560849,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen,1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560849/560849/560849/560849/560849/560849,560821/560849/560849/560849/560849/560849,0/1/5/0/0/0/0/16,0/0/0/0/5/0,0/5/0/0/0/0,22,5,5,4
126.45/126.45/126.45/126.45/126.45/126.45,01HOOFD010/09AHI010/01HOOFD370/05EIND010/06VD010/01HOOFD4901,registersubmissiondaterequest/article34WABOapplies/assessmentofcontentcompleted/terminateonrequest/extendprocedureterm/creatingenvironmentalpermitdecision,G/G/G/G/G/G,560849/560849/560849/560849/560849/560849,ArtificialStartTask/01HOOFD/09AH/01HOOFD/05EIND/06VD/01HOOFD/ArtificialEndTask,Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen,1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/False/EMPTY/False/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560849/560849/560849/560849/560849/560849,560752/560821/560821/560821/560821/560821,0/1/51/0/0/0/0/20,0/50/0/-46/0/0,0/50/0/0/0/0,72,50,50,4
0/0/0/0/0/0,01HOOFD010/05EIND010/06VD010/01HOOFD110/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/treatsubcasescompleteness/article34WABOapplies/assessmentofcontentcompleted,O/O/O/O/O/O,560812/560812/560812/560812/560812/560812,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen,1/1/1/1/1/1,InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560752/560812/560812/560812/560812/560812,560752/560752/560752/560752/560752/560752,0/1/54/0/0/0/0/37,0/0/0/0/50/0,0/50/0/0/0/0,92,50,50,4
0/0/0/0/0/0,01HOOFD010/05EIND010/06VD010/01HOOFD110/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/treatsubcasescompleteness/article34WABOapplies/assessmentofcontentcompleted,O/O/O/O/O/O,560849/560849/560849/560849/560849/560849,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen,1/1/1/1/1/1,Milieuneutraalwijziging/Milieuneutraalwijziging/Milieuneutraalwijziging/Milieuneutraalwijziging/Milieuneutraalwijziging/Milieuneutraalwijziging,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560849/560849/560849/560849/560849/560849,560821/560849/560849/560849/560849/560849,0/1/30/0/0/0/0/56,0/30/0/0/0/0,0/30/0/0/0/0,87,30,30,4
1230.3417/1230.3417/1230.3417/1230.3417/1230.3417/1230.3417/1230.3417,01HOOFD010/05EIND010/01HOOFD110/06VD010/01HOOFD130/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/treatsubcasescompleteness/extendprocedureterm/WAWpermitaspect/article34WABOapplies/assessmentofcontentcompleted,O/O/O/O/O/O/O,560852/560852/560852/560852/560852/560852/560852,ArtificialStartTask/01HOOFD/05EIND/01HOOFD/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen,1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/EMPTY/False/False/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560752/560852/560852/560852/560852/560852/560852,560752/560852/560852/560852/560852/560852/560852,0/1/40/0/0/0/0/0/38,0/21/0/0/18/0/0,0/39/0/0/0/0/0,79,39,39,4
0/0/0/0/0/0,01HOOFD010/05EIND010/06VD010/01HOOFD250/09AHI010/01HOOFD375,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/treatsubcasescontent/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G,560812/560812/560812/560812/560812/560812,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen,1/1/1/1/1/1,InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560812/560812/560812/560812/560812/560812,560752/560752/560752/560752/560752/560752,0/1/49/0/0/0/0/1,0/0/0/0/0/0,0/0/0/0/0/0,51,0,0,4
